,name,album,id,valence,tempo,speechiness,acousticness,liveness,key,duration_ms,time_signature,loudness,energy,mode,danceability,instrumentalness,uri,Generation
13121,永遠に光れ (everlasting shine),drama,3zLCX1TGMpsA67cW2pq6ut,0.39,127.097,0.0724,0.119,0.208,7.0,191147.0,4.0,-1.511,0.891,0,0.527,0.0,spotify:track:3zLCX1TGMpsA67cW2pq6ut,Fourth Generation
13122,drama,the dream chapter: eternity,50OybokX7ITKdVaWuY1FPV,0.718,126.002,0.0686,0.0714,0.259,1.0,209560.0,4.0,-2.392,0.961,0,0.633,0.0,spotify:track:50OybokX7ITKdVaWuY1FPV,Fourth Generation
13123,can't you see me?,the dream chapter: eternity,7vg9RiUGZOsKtKbmRo4yZB,0.664,139.974,0.0915,0.0556,0.193,9.0,201440.0,4.0,-3.042,0.815,0,0.588,0.0,spotify:track:7vg9RiUGZOsKtKbmRo4yZB,Fourth Generation
13124,fairy of shampoo,the dream chapter: eternity,0IUksMHKob4SvJJL6QlQVi,0.52,105.166,0.0671,0.301,0.244,1.0,267107.0,4.0,-5.759,0.787,1,0.548,0.00205,spotify:track:0IUksMHKob4SvJJL6QlQVi,Fourth Generation
13125,maze in the mirror,the dream chapter: eternity,74nHMl4nG1jFOGAASVTHeq,0.47,153.288,0.033,0.209,0.112,10.0,226080.0,4.0,-4.917,0.502,1,0.345,0.0,spotify:track:74nHMl4nG1jFOGAASVTHeq,Fourth Generation
13126,puma,the dream chapter: eternity,30z4IHpw5hRAui0BTWYOXG,0.421,104.95,0.128,0.046,0.137,6.0,205520.0,4.0,-3.168,0.781,0,0.678,0.0,spotify:track:30z4IHpw5hRAui0BTWYOXG,Fourth Generation
13127,eternally,the dream chapter: eternity,6GItaBY2ofuY12hFfCDfLG,0.353,124.141,0.205,0.0285,0.0971,6.0,217413.0,4.0,-4.768,0.855,1,0.495,0.0,spotify:track:6GItaBY2ofuY12hFfCDfLG,Fourth Generation
13128,our summer - acoustic mix,our summer (acoustic mix),4WznLLKKRzMXc1ydmYaEdN,0.505,106.071,0.0327,0.399,0.129,7.0,221000.0,4.0,-4.617,0.633,1,0.616,0.0,spotify:track:4WznLLKKRzMXc1ydmYaEdN,Fourth Generation
13129,cat & dog - english version,cat & dog (english version),0wzlQwQ17rpVVqgdaFNA7Q,0.382,159.926,0.107,0.0501,0.121,8.0,187600.0,4.0,-3.268,0.8,1,0.841,6.73e-06,spotify:track:0wzlQwQ17rpVVqgdaFNA7Q,Fourth Generation
13130,blue orangeade,the dream chapter: star,4S813oSMFSRxh4Yse5cvFI,0.42,111.015,0.0572,0.00611,0.143,0.0,185520.0,4.0,-3.601,0.848,1,0.758,0.0,spotify:track:4S813oSMFSRxh4Yse5cvFI,Fourth Generation
13131,crown,the dream chapter: star,5iLS8IJ5HA1xwd7R9q2hJ2,0.58,110.977,0.0425,0.0505,0.0619,5.0,230707.0,4.0,-5.819,0.8,1,0.622,0.0,spotify:track:5iLS8IJ5HA1xwd7R9q2hJ2,Fourth Generation
13132,our summer,the dream chapter: star,1EjwugLrwb3kbcar1HKddN,0.246,107.98,0.0323,0.0028,0.165,7.0,210280.0,4.0,-5.537,0.571,1,0.739,0.0,spotify:track:1EjwugLrwb3kbcar1HKddN,Fourth Generation
13133,cat & dog,the dream chapter: star,3nY2X9xh3FmqulGyEiYuCe,0.319,160.001,0.147,0.0668,0.104,8.0,187573.0,4.0,-3.013,0.794,1,0.843,0.000223,spotify:track:3nY2X9xh3FmqulGyEiYuCe,Fourth Generation
13134,nap of a star,the dream chapter: star,0FRNzGATxvtFBM7jR7qJWw,0.355,140.033,0.0259,0.407,0.104,7.0,243013.0,4.0,-9.062,0.451,1,0.626,1.12e-06,spotify:track:0FRNzGATxvtFBM7jR7qJWw,Fourth Generation
13135,"count 1, 2",running toogether,03zpIYmMmshOwBVv3II8EQ,0.721,119.932,0.0756,0.0853,0.124,5.0,220320.0,4.0,-3.01,0.858,0,0.729,0.0,spotify:track:03zpIYmMmshOwBVv3II8EQ,Fourth Generation
13136,step by step,running toogether,05IOO6tKhqrWucb35ykkj1,0.888,111.029,0.117,0.0625,0.449,9.0,180173.0,4.0,-2.018,0.939,1,0.745,0.0,spotify:track:05IOO6tKhqrWucb35ykkj1,Fourth Generation
13137,better,running toogether,3zBEnccu4XMl06wM6bfLf7,0.423,78.049,0.037,0.593,0.0879,9.0,228973.0,4.0,-4.12,0.623,1,0.606,0.0,spotify:track:3zBEnccu4XMl06wM6bfLf7,Fourth Generation
13138,taillight,running toogether,5iAAVyDtLduMPTnVDPfjCa,0.658,149.995,0.0855,0.0242,0.227,9.0,222747.0,4.0,-3.731,0.83,0,0.667,0.0,spotify:track:5iAAVyDtLduMPTnVDPfjCa,Fourth Generation
13139,dancing in the moonlight,running toogether,2njsd2nY1LGyDc9JUDm3sB,0.693,127.998,0.165,0.0876,0.186,11.0,214893.0,4.0,-3.688,0.891,0,0.766,0.0,spotify:track:2njsd2nY1LGyDc9JUDm3sB,Fourth Generation
13140,be mine,"road to kingdom < your song >, pt. 1",66Ixni5iktHO6HQiov3DNa,0.723,132.975,0.0874,0.0485,0.102,1.0,215000.0,4.0,-2.46,0.955,1,0.688,0.0,spotify:track:66Ixni5iktHO6HQiov3DNa,Fourth Generation
13141,hard carry,"road to kingdom < your song >, pt. 1",39yFdgqP1APPZHxJfHz00V,0.547,102.048,0.135,0.037,0.434,1.0,227813.0,4.0,-2.494,0.912,1,0.806,0.0,spotify:track:39yFdgqP1APPZHxJfHz00V,Fourth Generation
13142,it's raining,"road to kingdom < your song >, pt. 1",1zt0dsY1jJSt7IEyyjifRd,0.45,118.701,0.161,0.0396,0.273,8.0,213427.0,4.0,-3.103,0.922,1,0.578,0.0,spotify:track:1zt0dsY1jJSt7IEyyjifRd,Fourth Generation
13143,magnolia,reason for being : benevolence,3wfvm30DSQMcQtERiYich5,0.763,150.5,0.0998,0.027,0.253,0.0,213507.0,4.0,-1.312,0.954,0,0.689,0.0,spotify:track:3wfvm30DSQMcQtERiYich5,Fourth Generation
13144,take it slow,reason for being : benevolence,3y7mLkUuGG3hXUlOY11cc5,0.921,111.965,0.0529,0.118,0.0742,1.0,184293.0,4.0,-1.651,0.874,1,0.778,0.0,spotify:track:3y7mLkUuGG3hXUlOY11cc5,Fourth Generation
13145,don’t fear now,reason for being : benevolence,1dcsnYl5hIGr5QVSn9kWSy,0.46,109.982,0.0931,0.0415,0.0849,11.0,205200.0,4.0,-2.221,0.933,1,0.687,0.0,spotify:track:1dcsnYl5hIGr5QVSn9kWSy,Fourth Generation
13146,everything's gonna be alright,reason for being : benevolence,4voPsbMZ2i0YF7KzADTnrr,0.33,148.094,0.0576,0.0568,0.322,8.0,250493.0,4.0,-5.095,0.728,1,0.498,0.0,spotify:track:4voPsbMZ2i0YF7KzADTnrr,Fourth Generation
13147,you can’t hurry love,reason for being : benevolence,31fHlKWCZa2snI3hLVKrWj,0.934,196.964,0.151,0.024,0.336,7.0,185387.0,4.0,-1.904,0.905,1,0.587,0.0,spotify:track:31fHlKWCZa2snI3hLVKrWj,Fourth Generation
13148,my treasure,the first step : treasure effect,5L5Avl3ZLMSwNwJXDkzBFV,0.572,108.03,0.0808,0.127,0.126,6.0,197193.0,4.0,-4.822,0.781,1,0.742,0.0,spotify:track:5L5Avl3ZLMSwNwJXDkzBFV,Fourth Generation
13149,be with me,the first step : treasure effect,1a9FHfFKZ0U7V231njm7s3,0.699,106.978,0.0927,0.326,0.335,9.0,189653.0,4.0,-8.092,0.404,1,0.834,0.0,spotify:track:1a9FHfFKZ0U7V231njm7s3,Fourth Generation
13150,slowmotion,the first step : treasure effect,4arEwLote6hzqw4EQPfDeO,0.427,165.968,0.0318,0.241,0.263,0.0,191780.0,4.0,-5.999,0.627,1,0.583,0.0,spotify:track:4arEwLote6hzqw4EQPfDeO,Fourth Generation
13151,boy,the first step : treasure effect,2lHbJtqFpse2PvFpzmBBKo,0.554,110.023,0.0413,0.0297,0.0735,6.0,197927.0,4.0,-5.882,0.759,0,0.749,0.0,spotify:track:2lHbJtqFpse2PvFpzmBBKo,Fourth Generation
13152,come to me,the first step : treasure effect,1UVl27MkRUx0YHDxobfNfp,0.71,105.027,0.0379,0.231,0.152,8.0,205673.0,4.0,-5.204,0.824,0,0.817,0.0,spotify:track:1UVl27MkRUx0YHDxobfNfp,Fourth Generation
13153,mmm,the first step : treasure effect,1OjfriQYoPwIfaNTFj7Dv5,0.702,160.059,0.18,0.064,0.0705,1.0,208740.0,4.0,-5.834,0.703,1,0.744,0.0,spotify:track:1OjfriQYoPwIfaNTFj7Dv5,Fourth Generation
13154,オレンジ,the first step : treasure effect,319qDCUNGnrZR4RjQ94rtD,0.718,129.961,0.028,0.0375,0.0967,1.0,257633.0,4.0,-7.144,0.597,1,0.768,0.0,spotify:track:319qDCUNGnrZR4RjQ94rtD,Fourth Generation
13155,ミチョガネ (going crazy),the first step : treasure effect,2jblLaJWB4NvMNuiVHjhAn,0.848,125.019,0.053,0.161,0.0779,11.0,226047.0,4.0,-4.853,0.885,1,0.75,0.0,spotify:track:2jblLaJWB4NvMNuiVHjhAn,Fourth Generation
13156,my treasure - kr ver.,the first step : treasure effect (kr edition),75dnAYo5WDaVF3n3dxTcN5,0.526,107.951,0.0687,0.111,0.13,6.0,195982.0,4.0,-4.455,0.792,1,0.731,0.0,spotify:track:75dnAYo5WDaVF3n3dxTcN5,Fourth Generation
13157,be with me - kr ver.,the first step : treasure effect (kr edition),6ivQ09kpYInvKogqPLWgy1,0.784,106.947,0.0995,0.438,0.195,9.0,188207.0,4.0,-7.531,0.444,1,0.838,0.0,spotify:track:6ivQ09kpYInvKogqPLWgy1,Fourth Generation
13158,slowmotion - kr ver.,the first step : treasure effect (kr edition),63Mc8uGcsKc1me51eyqAyB,0.373,165.99,0.0396,0.272,0.25,0.0,190767.0,4.0,-5.68,0.641,1,0.553,0.0,spotify:track:63Mc8uGcsKc1me51eyqAyB,Fourth Generation
13159,i love you - kr ver.,the first step : treasure effect (kr edition),29PphX8fba3zrUJsuYFxUw,0.423,130.025,0.0581,0.0106,0.15,8.0,181618.0,4.0,-5.485,0.731,1,0.731,0.0,spotify:track:29PphX8fba3zrUJsuYFxUw,Fourth Generation
13160,b.l.t (bling like this) - kr ver.,the first step : treasure effect (kr edition),0EnlWNEgNgWMMMehFgz0Pl,0.626,127.993,0.0678,0.0453,0.344,7.0,205080.0,4.0,-5.871,0.818,1,0.718,0.0,spotify:track:0EnlWNEgNgWMMMehFgz0Pl,Fourth Generation
13161,going crazy - kr ver.,the first step : treasure effect (kr edition),7plsvu7mIHRLanpOEbzKf3,0.813,124.993,0.0625,0.189,0.0884,8.0,224969.0,4.0,-3.724,0.908,0,0.754,0.0,spotify:track:7plsvu7mIHRLanpOEbzKf3,Fourth Generation
13162,beautiful,beautiful,2qTBVFldq01eNa40hin4FV,0.361,128.037,0.0383,0.0972,0.215,0.0,230947.0,4.0,-6.58,0.705,1,0.688,0.0,spotify:track:2qTBVFldq01eNa40hin4FV,Fourth Generation
13163,beautiful - anime edit,beautiful (anime edit),56LHN0v30yTGB6NFdihTg1,0.313,128.012,0.033,0.166,0.147,0.0,92041.0,4.0,-6.839,0.646,1,0.658,0.0,spotify:track:56LHN0v30yTGB6NFdihTg1,Fourth Generation
13164,mmm - kr ver.,the first step : chapter three,3k4rt8OXPNQqyJRFAeEbAd,0.652,79.999,0.104,0.0523,0.0639,1.0,208053.0,4.0,-5.807,0.747,1,0.766,0.0,spotify:track:3k4rt8OXPNQqyJRFAeEbAd,Fourth Generation
13165,orange - kr ver.,the first step : chapter three,5dbSOKDPVcdzlX68mOTyWG,0.722,129.939,0.0292,0.0258,0.0942,1.0,256453.0,4.0,-6.436,0.616,1,0.77,0.0,spotify:track:5dbSOKDPVcdzlX68mOTyWG,Fourth Generation
13166,i love you,the first step : chapter two,3BkJFWBPdKp7e5HokmXv8N,0.416,130.018,0.0695,0.0107,0.16,8.0,181618.0,4.0,-6.57,0.687,1,0.727,0.0,spotify:track:3BkJFWBPdKp7e5HokmXv8N,Fourth Generation
13167,b.l.t (bling like this),the first step : chapter two,3spJFUYWcu7hjQXZ7Ya6sD,0.624,127.986,0.0753,0.044,0.345,4.0,205080.0,4.0,-6.942,0.785,0,0.72,0.0,spotify:track:3spJFUYWcu7hjQXZ7Ya6sD,Fourth Generation
13168,boy - kr ver.,the first step : chapter one,4L2B4G5PDPL3eFMJlp6fNk,0.66,110.066,0.0488,0.0522,0.348,6.0,196667.0,4.0,-5.713,0.79,0,0.756,0.0,spotify:track:4L2B4G5PDPL3eFMJlp6fNk,Fourth Generation
13169,come to me - kr ver.,the first step : chapter one,1T4UjU8jLZi3M3VFw26gfN,0.679,105.028,0.0537,0.196,0.173,8.0,204493.0,4.0,-5.334,0.801,0,0.858,0.0,spotify:track:1T4UjU8jLZi3M3VFw26gfN,Fourth Generation
13170,trigger,series 'o' [round 2 : hole],2GNSBV3MLrT5vSEwfgSCpG,0.657,104.906,0.163,0.0041,0.342,1.0,181707.0,4.0,-3.347,0.84,0,0.611,0.0,spotify:track:2GNSBV3MLrT5vSEwfgSCpG,Fourth Generation
13171,underdog,series 'o' [round 2 : hole],6hN4IzJc0MEigee31Ve8DM,0.521,107.95,0.0615,0.0238,0.237,10.0,177813.0,4.0,-2.613,0.869,0,0.737,0.0,spotify:track:6hN4IzJc0MEigee31Ve8DM,Fourth Generation
13172,prom,series 'o' [round 2 : hole],1W9I23CR8xSHKpquPB99Z8,0.819,110.972,0.0433,0.158,0.095,3.0,204707.0,4.0,-4.075,0.741,1,0.782,0.0,spotify:track:1W9I23CR8xSHKpquPB99Z8,Fourth Generation
13173,heart attack,series 'o' [round 2 : hole],2CuaYvzBm4asNOR9wyEfn8,0.64,128.036,0.0567,0.00319,0.141,11.0,206800.0,4.0,-3.592,0.828,0,0.744,0.0,spotify:track:2CuaYvzBm4asNOR9wyEfn8,Fourth Generation
13174,get away,series ‘o’ [round 1 : hall],5W37S0nq1XvGEyTlUkmr3f,0.651,144.945,0.148,0.197,0.157,1.0,200547.0,4.0,-3.537,0.784,0,0.702,0.0,spotify:track:5W37S0nq1XvGEyTlUkmr3f,Fourth Generation
13175,numbness,series ‘o’ [round 1 : hall],7mz84A7i0jhK8cQB94Rkrv,0.584,146.99,0.162,0.0475,0.0861,3.0,196227.0,4.0,-3.238,0.915,0,0.737,0.0,spotify:track:7mz84A7i0jhK8cQB94Rkrv,Fourth Generation
13176,g.b.t.b.,face us,6wLJrA7F23llf9xvwXUIft,0.659,159.964,0.111,0.0431,0.336,1.0,184773.0,4.0,-3.59,0.822,1,0.61,0.0,spotify:track:6wLJrA7F23llf9xvwXUIft,Fourth Generation
13177,my face,face us,6xlsGJGPlonI9eZfpnQg5l,0.66,143.004,0.171,0.277,0.17,1.0,229440.0,4.0,-4.294,0.734,1,0.721,0.0,spotify:track:6xlsGJGPlonI9eZfpnQg5l,Fourth Generation
13178,hold me tight,face us,7yThmGhE5lGt9VVSet6e80,0.749,117.038,0.0869,0.189,0.117,9.0,185960.0,4.0,-3.794,0.791,0,0.754,0.0,spotify:track:7yThmGhE5lGt9VVSet6e80,Fourth Generation
13179,get outta my way,face us,2lOEv0VLKlvxWEq8z54Vfl,0.338,133.985,0.155,0.0726,0.0634,9.0,182080.0,4.0,-5.089,0.756,0,0.736,0.0,spotify:track:2lOEv0VLKlvxWEq8z54Vfl,Fourth Generation
13180,so gravity,face us,3dUcDXxCEyQ6ahFwfwYc4v,0.409,179.724,0.0524,0.615,0.156,7.0,190840.0,4.0,-3.22,0.678,1,0.5,0.0,spotify:track:3dUcDXxCEyQ6ahFwfwYc4v,Fourth Generation
13181,thunder,face you,2oRRKHsQPiIVkmrAkDaGJR,0.422,161.918,0.157,0.0352,0.362,9.0,178547.0,4.0,-1.806,0.879,1,0.576,0.0,spotify:track:2oRRKHsQPiIVkmrAkDaGJR,Fourth Generation
13182,connect,face you,20rjPX8O9TLjDZD1usn3mK,0.454,95.019,0.137,0.196,0.332,11.0,192907.0,4.0,-2.052,0.951,0,0.706,0.0,spotify:track:20rjPX8O9TLjDZD1usn3mK,Fourth Generation
13183,skydive,face you,7gVb9tQIF9qagHF8Wf4YZy,0.657,115.037,0.156,0.113,0.203,5.0,192693.0,4.0,-2.273,0.877,0,0.835,0.0,spotify:track:7gVb9tQIF9qagHF8Wf4YZy,Fourth Generation
13184,beautiful-x,face you,3Lw9XL6ovlFvCvPwahheDF,0.785,115.927,0.127,0.025,0.287,0.0,204520.0,4.0,-1.82,0.945,1,0.729,0.0,spotify:track:3Lw9XL6ovlFvCvPwahheDF,Fourth Generation
13185,privacy,face you,4UeMSeVuCfU6nA4Lsln5hs,0.386,83.984,0.0592,0.313,0.301,2.0,214213.0,4.0,-3.824,0.642,0,0.664,0.0,spotify:track:4UeMSeVuCfU6nA4Lsln5hs,Fourth Generation
13186,follow - pentagon version,"road to kingdom < your song >, pt. 2",4WGiwbXFyNAOUplneOKpK6,0.155,110.077,0.059,0.0716,0.11,7.0,240400.0,4.0,-3.381,0.854,1,0.591,1.46e-06,spotify:track:4WGiwbXFyNAOUplneOKpK6,Fourth Generation
13187,gogobebe,"road to kingdom < your song >, pt. 2",4O23Nn9vZKf6q0GmYYqXku,0.589,101.015,0.0572,0.161,0.347,5.0,241013.0,4.0,-3.043,0.876,0,0.697,0.0,spotify:track:4O23Nn9vZKf6q0GmYYqXku,Fourth Generation
13188,quasi una fantasia,"road to kingdom < your song >, pt. 2",7aoFH1iAhu6mFB8pjHEaCc,0.267,148.033,0.076,0.196,0.335,1.0,239093.0,4.0,-3.662,0.874,0,0.492,0.0,spotify:track:7aoFH1iAhu6mFB8pjHEaCc,Fourth Generation
13189,with us,itaewon class (original television soundtrack) pt. 9,7JxGvCpgu60COzVsmavYv9,0.195,80.04,0.0421,0.153,0.0889,3.0,257173.0,4.0,-4.394,0.632,1,0.541,0.0,spotify:track:7JxGvCpgu60COzVsmavYv9,Fourth Generation
13190,photo,face me,0GG5yUUUwoyV7I4qx54mmC,0.6,159.912,0.184,0.103,0.0606,7.0,221787.0,4.0,-3.372,0.869,1,0.728,0.0,spotify:track:0GG5yUUUwoyV7I4qx54mmC,Fourth Generation
13191,lay back,face me,4PMxOmJY2dEXFb9CcivqHT,0.765,110.07,0.277,0.127,0.073,1.0,196213.0,4.0,-3.436,0.899,0,0.678,0.0,spotify:track:4PMxOmJY2dEXFb9CcivqHT,Fourth Generation
13192,paradise,face me,6vhyj3WktVN96jE47fOKuW,0.461,100.034,0.0308,0.0587,0.18,1.0,212933.0,4.0,-5.565,0.792,1,0.706,0.0,spotify:track:6vhyj3WktVN96jE47fOKuW,Fourth Generation
13193,curtain call,face me,4wgEeAOFSYwS1DV3GAS7bx,0.635,127.982,0.0417,0.0449,0.0972,0.0,232347.0,4.0,-3.615,0.815,1,0.715,0.0,spotify:track:4wgEeAOFSYwS1DV3GAS7bx,Fourth Generation
13194,moment,face me,5e5UX5hap87jSeoIfQTLbs,0.498,78.098,0.0372,0.851,0.109,1.0,226933.0,4.0,-6.489,0.315,1,0.699,0.0,spotify:track:5e5UX5hap87jSeoIfQTLbs,Fourth Generation
13195,tag tag tag,veri-chill,7iMzZnDCteU5DzQMHZ0wm9,0.562,109.012,0.175,0.114,0.65,2.0,185040.0,4.0,-1.842,0.923,1,0.74,0.0,spotify:track:7iMzZnDCteU5DzQMHZ0wm9,Fourth Generation
13196,mystery light,veri-chill,728HSm5R6fpHWGv5jxFvoY,0.714,113.978,0.151,0.121,0.321,7.0,191533.0,4.0,-2.193,0.916,0,0.831,0.0,spotify:track:728HSm5R6fpHWGv5jxFvoY,Fourth Generation
13197,magic hour,magic hour - trinityace,2wM30WtFkCpnTKW3jNBKva,0.356,113.021,0.0391,0.272,0.0756,7.0,213240.0,4.0,-4.149,0.746,1,0.765,0.0,spotify:track:2wM30WtFkCpnTKW3jNBKva,Fourth Generation
13198,from now,veri-able,1PGUmwg4GFeMHw2qcfUjIs,0.663,105.885,0.169,0.0646,0.237,10.0,169636.0,4.0,-2.724,0.911,0,0.766,0.0,spotify:track:1PGUmwg4GFeMHw2qcfUjIs,Fourth Generation
13199,love line,veri-able,6cAwCTdGEPdMtt1tEtLD2e,0.524,94.042,0.0429,0.259,0.161,1.0,186831.0,4.0,-2.258,0.942,0,0.741,0.0,spotify:track:6cAwCTdGEPdMtt1tEtLD2e,Fourth Generation
13200,all i do,veri-able,1AJCFxuph84ufOZLu4W3Bh,0.442,173.974,0.103,0.57,0.101,4.0,200812.0,4.0,-3.721,0.731,1,0.545,0.0,spotify:track:1AJCFxuph84ufOZLu4W3Bh,Fourth Generation
13201,get ready,veri-able,31YciVJvUzCAKnj6DC8LXu,0.961,114.987,0.139,0.0619,0.381,0.0,182405.0,4.0,-2.293,0.871,1,0.834,0.0,spotify:track:31YciVJvUzCAKnj6DC8LXu,Fourth Generation
13202,light up,veri-able,4ePgycKYupZwQ7qMWbiD8R,0.715,101.974,0.0848,0.198,0.171,7.0,211858.0,4.0,-3.494,0.719,0,0.807,0.0,spotify:track:4ePgycKYupZwQ7qMWbiD8R,Fourth Generation
13203,ring ring ring,veri-us,4Z4RbMEkfPGncaFxfSl61v,0.716,107.996,0.133,0.145,0.155,2.0,186364.0,4.0,-2.856,0.944,1,0.791,0.0,spotify:track:4Z4RbMEkfPGncaFxfSl61v,Fourth Generation
13204,flower,veri-us,47FuGqS7KqOAEseETuyfU6,0.75,160.018,0.0579,0.0823,0.107,11.0,196399.0,4.0,-3.551,0.877,1,0.699,0.0,spotify:track:47FuGqS7KqOAEseETuyfU6,Fourth Generation
13205,f.i.l,veri-us,6Y3wyX5nMRsNpT8inLZTw9,0.497,89.927,0.0997,0.589,0.114,4.0,200026.0,4.0,-4.346,0.715,0,0.666,0.0,spotify:track:6Y3wyX5nMRsNpT8inLZTw9,Fourth Generation
13206,alright!,veri-us,5UqkkoXeFbU0pLZ7sCaXFf,0.955,124.047,0.102,0.0804,0.641,0.0,187404.0,4.0,-2.312,0.935,1,0.841,1.14e-06,spotify:track:5UqkkoXeFbU0pLZ7sCaXFf,Fourth Generation
13207,super special - acoustic version,veri-us,4nhiC1lePBDBJFbNactj8G,0.658,175.818,0.0368,0.791,0.116,4.0,178624.0,4.0,-7.469,0.45,0,0.561,0.0,spotify:track:4nhiC1lePBDBJFbNactj8G,Fourth Generation
13208,super special,now verivery (original television soundtrack),3YVxZZWJU0lGW3CEnIrQvy,0.631,104.95,0.105,0.0378,0.289,9.0,194890.0,4.0,-2.132,0.944,0,0.68,0.0,spotify:track:3YVxZZWJU0lGW3CEnIrQvy,Fourth Generation
13209,weekend,play game : holiday,3eJf2YWHfv8glZ8YwVcPTt,0.552,161.987,0.0365,0.0238,0.122,7.0,195387.0,4.0,-2.776,0.871,0,0.643,0.0,spotify:track:3eJf2YWHfv8glZ8YwVcPTt,Fourth Generation
13210,check it out,play game : holiday,5BCS0wrziNCgaiV4AqXzWh,0.73,123.936,0.0486,0.0439,0.579,1.0,206440.0,4.0,-2.82,0.911,1,0.755,1.08e-06,spotify:track:5BCS0wrziNCgaiV4AqXzWh,Fourth Generation
13211,holiday party,play game : holiday,1oVEVmVaI590kt8bCZ90uU,0.417,87.993,0.0494,0.00846,0.0294,7.0,189307.0,4.0,-4.196,0.72,1,0.825,6.88e-06,spotify:track:1oVEVmVaI590kt8bCZ90uU,Fourth Generation
13212,la luna,play game : holiday,10QUCUCNSVDw187Df6jvhV,0.348,107.019,0.0574,0.00354,0.259,8.0,217600.0,4.0,-2.958,0.917,0,0.699,0.0,spotify:track:10QUCUCNSVDw187Df6jvhV,Fourth Generation
13213,memories of summer rain,play game : holiday,6m17BWbA5nASaOf2iHR3Si,0.273,159.933,0.0382,0.0125,0.278,7.0,211613.0,4.0,-2.864,0.798,1,0.445,0.0,spotify:track:6m17BWbA5nASaOf2iHR3Si,Fourth Generation
13214,7days tension,7days tension,3fUYFjuYWeogCfFHbCCRR1,0.765,124.015,0.151,0.423,0.0985,11.0,203773.0,4.0,-3.348,0.792,1,0.843,0.0,spotify:track:3fUYFjuYWeogCfFHbCCRR1,Fourth Generation
13215,yummy!,we play,0ZSM8ZM4fS9qauAsa6hwSr,0.803,159.912,0.0456,0.103,0.0605,7.0,183387.0,4.0,-1.019,0.87,1,0.723,0.0,spotify:track:0ZSM8ZM4fS9qauAsa6hwSr,Fourth Generation
13216,lucky,we play,7C6XUqAlRDGQHbTCei0hIZ,0.812,111.038,0.0907,0.149,0.18,0.0,198267.0,4.0,-0.632,0.922,1,0.754,4.22e-05,spotify:track:7C6XUqAlRDGQHbTCei0hIZ,Fourth Generation
13217,after school,we play,52CBUrIdyf8tbZaUY9iawE,0.738,164.007,0.0514,0.00719,0.0626,1.0,205373.0,4.0,-1.609,0.928,1,0.634,2.55e-06,spotify:track:52CBUrIdyf8tbZaUY9iawE,Fourth Generation
13218,uni,we play,7kYazJ5817vqWiychEyHCX,0.782,99.025,0.172,0.178,0.468,1.0,198373.0,4.0,-1.62,0.958,1,0.75,8.86e-05,spotify:track:7kYazJ5817vqWiychEyHCX,Fourth Generation
13219,butterfly,we play,0XPgftiheW0wdIWOUNii78,0.163,89.994,0.028,0.0528,0.107,1.0,196533.0,4.0,-3.21,0.683,1,0.641,0.0,spotify:track:0XPgftiheW0wdIWOUNii78,Fourth Generation
13220,wake up,"hello, me! (original television soundtrack, pt. 1)",6MXQ3RZIP6FKmBio802Pu2,0.89,160.086,0.113,0.704,0.334,5.0,190027.0,4.0,-3.369,0.888,1,0.722,0.0,spotify:track:6MXQ3RZIP6FKmBio802Pu2,Fourth Generation
13221,unnie,we can,5TiOO4Grxq1zAFAgDs634O,0.557,159.938,0.162,0.086,0.187,7.0,193333.0,4.0,-1.596,0.958,1,0.579,0.0,spotify:track:5TiOO4Grxq1zAFAgDs634O,Fourth Generation
13222,my earth,we can,12zkx7JJZppmNYL53EFkU3,0.745,144.987,0.142,0.0425,0.0731,5.0,199040.0,4.0,-2.49,0.945,0,0.603,7.74e-06,spotify:track:12zkx7JJZppmNYL53EFkU3,Fourth Generation
13223,zig zag,we can,4X2559utG9iCx4pHolcKR6,0.74,158.022,0.0778,0.0822,0.342,0.0,206720.0,4.0,-2.034,0.944,1,0.618,0.000994,spotify:track:4X2559utG9iCx4pHolcKR6,Fourth Generation
13224,top secret,we can,1CwmoUvvRyhiwqhMfvbB4K,0.766,125.003,0.0357,0.00716,0.356,5.0,186773.0,4.0,-2.188,0.797,1,0.803,0.000287,spotify:track:1CwmoUvvRyhiwqhMfvbB4K,Fourth Generation
13225,weeekly,we can,3Q403TufTUf8UTuq2FH1DR,0.962,159.103,0.0589,0.0685,0.0283,11.0,180880.0,4.0,-1.797,0.966,0,0.647,9.4e-05,spotify:track:3Q403TufTUf8UTuq2FH1DR,Fourth Generation
13226,boom chi ki,wanna be ryan ost,2qxeLdC4vEFNT0FM0ZECEX,0.908,169.971,0.251,0.0179,0.111,8.0,120293.0,4.0,0.279,0.962,1,0.586,0.058,spotify:track:2qxeLdC4vEFNT0FM0ZECEX,Fourth Generation
13227,weeekly day,we are,2c9U3dCAq63W5vm9B12XlQ,0.394,127.947,0.0644,0.23,0.478,0.0,42200.0,4.0,-2.409,0.793,1,0.681,1.63e-05,spotify:track:2c9U3dCAq63W5vm9B12XlQ,Fourth Generation
13228,universe,we are,0IAyB6bQiODsZxYdyYF9F3,0.811,188.972,0.0949,0.174,0.144,10.0,206813.0,4.0,-2.51,0.955,0,0.622,1.05e-06,spotify:track:0IAyB6bQiODsZxYdyYF9F3,Fourth Generation
