,name,album,id,valence,tempo,speechiness,acousticness,liveness,key,duration_ms,time_signature,loudness,energy,mode,danceability,instrumentalness,uri,Generation
8143,sky dive,unlimited (type-a),3jm2RMq4IGuFnxyCaCRrIb,0.482,174.109,0.168,0.0135,0.259,11.0,236372.0,4.0,-4.511,0.873,0,0.432,0.0,spotify:track:3jm2RMq4IGuFnxyCaCRrIb,Third Generation
8144,now - jong up solo,unlimited (type-a),24upiIFHauzFWwT6nmqNMx,0.423,89.943,0.0523,0.6,0.129,1.0,190446.0,4.0,-4.972,0.689,1,0.564,0.0,spotify:track:24upiIFHauzFWwT6nmqNMx,Third Generation
8145,1004(angel),unlimited (type-a),0PrvolhNTFvTNw5aDkv0a4,0.811,127.073,0.0411,0.274,0.223,11.0,205807.0,4.0,-3.638,0.876,0,0.614,0.0,spotify:track:0PrvolhNTFvTNw5aDkv0a4,Third Generation
8146,you - dae hyun solo,unlimited (type-a),5Pc4KGRD2xpVkCKgo3Ulun,0.225,69.928,0.04,0.621,0.156,4.0,214122.0,4.0,-5.235,0.46,1,0.258,0.0,spotify:track:5Pc4KGRD2xpVkCKgo3Ulun,Third Generation
8147,freaky sound,unlimited,0TH7OXF7cHIdhuvManTXcM,0.672,122.991,0.088,0.0203,0.0614,0.0,213587.0,4.0,-4.978,0.86,0,0.795,0.0,spotify:track:0TH7OXF7cHIdhuvManTXcM,Third Generation
8148,sky dive,unlimited,5zsKTk30DxMZEcosM0WBaj,0.499,174.074,0.172,0.0108,0.248,11.0,238373.0,4.0,-4.457,0.871,0,0.423,0.0,spotify:track:5zsKTk30DxMZEcosM0WBaj,Third Generation
8149,now,unlimited,5oAypV7tHkh7KVKkiFNpJq,0.458,179.881,0.0831,0.529,0.133,10.0,192440.0,4.0,-4.97,0.695,0,0.512,0.0,spotify:track:5oAypV7tHkh7KVKkiFNpJq,Third Generation
8150,fire flame,unlimited,5qKG2mqVoxkRE0r1XULW68,0.596,105.035,0.0242,0.0968,0.142,1.0,265934.0,4.0,-4.605,0.707,0,0.676,0.000468,spotify:track:5qKG2mqVoxkRE0r1XULW68,Third Generation
8151,good time,unlimited,5vLuoSnLdaqTvGd9JdrgTQ,0.739,100.005,0.05,0.0926,0.186,0.0,208453.0,4.0,-4.827,0.745,1,0.738,0.0,spotify:track:5vLuoSnLdaqTvGd9JdrgTQ,Third Generation
8152,i guess i need u,unlimited,5fkpZLNNfXTEdMpzJPnVew,0.734,130.0,0.0457,0.06,0.0971,5.0,205067.0,4.0,-3.601,0.799,0,0.668,0.0,spotify:track:5fkpZLNNfXTEdMpzJPnVew,Third Generation
8153,1004 (angel),unlimited,6OrSGxublD5Epv2CEw0Sdl,0.769,127.079,0.0433,0.276,0.175,11.0,207800.0,4.0,-3.633,0.874,0,0.612,0.0,spotify:track:6OrSGxublD5Epv2CEw0Sdl,Third Generation
8154,you,unlimited,4vzURlLHN3Ogf8RILfAgWY,0.257,149.214,0.0329,0.623,0.159,4.0,216120.0,4.0,-5.287,0.455,1,0.322,0.0,spotify:track:4vzURlLHN3Ogf8RILfAgWY,Third Generation
8155,fly high,unlimited,0H1khv4jPLgB4pMTWCq5kB,0.55,127.941,0.065,0.044,0.0917,9.0,203726.0,4.0,-3.335,0.961,0,0.515,0.0,spotify:track:0H1khv4jPLgB4pMTWCq5kB,Third Generation
8156,le noir,noir,1HDYKlNCgFIGcl6RNkZ1DG,0.174,100.751,0.0275,0.79,0.109,4.0,148781.0,4.0,-15.02,0.209,0,0.455,0.328,spotify:track:1HDYKlNCgFIGcl6RNkZ1DG,Third Generation
8157,skydive,noir,5cghkSmLxFwmUELO71E7lX,0.489,173.944,0.196,0.0217,0.31,11.0,236161.0,4.0,-2.819,0.92,0,0.416,0.0,spotify:track:5cghkSmLxFwmUELO71E7lX,Third Generation
8158,ribbon in the sky,noir,2S6qj50ZAfioxBIGGc6xBL,0.592,155.947,0.0956,0.0909,0.0454,11.0,207557.0,4.0,-3.816,0.814,0,0.516,2.71e-06,spotify:track:2S6qj50ZAfioxBIGGc6xBL,Third Generation
8159,killer,noir,2bamApzfBI8PrwxA2FjByJ,0.71,125.005,0.0799,0.174,0.125,0.0,213121.0,4.0,-2.734,0.938,0,0.711,0.0,spotify:track:2bamApzfBI8PrwxA2FjByJ,Third Generation
8160,fermata,noir,4dcnqAyoKk9Ncm0XVdcHo1,0.563,125.932,0.0339,0.439,0.15,11.0,203821.0,4.0,-3.916,0.637,0,0.678,0.0,spotify:track:4dcnqAyoKk9Ncm0XVdcHo1,Third Generation
8161,주소서,noir,3cfF0RgQrTXm4H5ApUBQGy,0.113,80.01,0.322,0.362,0.554,11.0,231694.0,4.0,-4.929,0.709,0,0.631,0.0,spotify:track:3cfF0RgQrTXm4H5ApUBQGy,Third Generation
8162,i guess i need u,noir,5n28ncPVJI3BRNyFpGg1L4,0.854,129.946,0.048,0.0938,0.181,5.0,203064.0,4.0,-3.168,0.836,0,0.681,0.0,spotify:track:5n28ncPVJI3BRNyFpGg1L4,Third Generation
8163,chiquita,noir,2DlS2nxnogE5l5hzqU6VW3,0.889,118.027,0.0982,0.0215,0.046,8.0,174773.0,4.0,-3.999,0.855,0,0.852,0.0,spotify:track:2DlS2nxnogE5l5hzqU6VW3,Third Generation
8164,걸어가,noir,2PGC61Q2AcJCQAJMqPNmom,0.637,147.874,0.0589,0.244,0.0996,10.0,236161.0,4.0,-5.418,0.771,1,0.69,0.0,spotify:track:2PGC61Q2AcJCQAJMqPNmom,Third Generation
8165,지금,noir,35oHr8IhLw1dwWzxeCOKH6,0.41,89.987,0.0424,0.569,0.117,1.0,190447.0,4.0,-3.976,0.707,1,0.662,0.0,spotify:track:35oHr8IhLw1dwWzxeCOKH6,Third Generation
8166,kingdom - korean version,noir,1k8ysMpDPsyXW23XCiGvYX,0.717,100.016,0.0586,0.152,0.105,10.0,230284.0,4.0,-3.234,0.923,0,0.58,0.0,spotify:track:1k8ysMpDPsyXW23XCiGvYX,Third Generation
8167,b.a.p,first sensibility,4EnB4SMgtRi3nIaGR2yqMK,0.317,89.973,0.0666,8.19e-05,0.296,1.0,88320.0,4.0,-2.658,0.859,0,0.673,1.17e-06,spotify:track:4EnB4SMgtRi3nIaGR2yqMK,Third Generation
8168,1004,first sensibility,7vQ6OmA3UvEMjRKv8jxC3o,0.727,126.984,0.0427,0.0832,0.139,2.0,205714.0,4.0,-1.84,0.931,1,0.613,0.0,spotify:track:7vQ6OmA3UvEMjRKv8jxC3o,Third Generation
8169,easy,first sensibility,1BCcwsoXaRnBS3KwFOq0w0,0.709,89.966,0.0971,0.249,0.112,10.0,216451.0,4.0,-5.411,0.67,1,0.749,0.0,spotify:track:1BCcwsoXaRnBS3KwFOq0w0,Third Generation
8170,spy,first sensibility,2bo5JNvOOGRcNihiJEY7JY,0.939,106.038,0.158,0.012,0.0386,10.0,188343.0,4.0,-2.04,0.947,0,0.763,0.0,spotify:track:2bo5JNvOOGRcNihiJEY7JY,Third Generation
8171,check on,first sensibility,3DGy4bMnUcIBHYbDP8zWWB,0.896,99.98,0.077,0.0462,0.151,5.0,186305.0,4.0,-3.453,0.918,1,0.756,0.0,spotify:track:3DGy4bMnUcIBHYbDP8zWWB,Third Generation
8172,shady lady,first sensibility,4dj5W9dvSbCOzes8OsoioP,0.709,85.06,0.0723,0.635,0.101,2.0,226612.0,4.0,-7.126,0.554,1,0.76,0.0,spotify:track:4dj5W9dvSbCOzes8OsoioP,Third Generation
8173,lovesick,first sensibility,7Hjo4RsAL8Vj9ksiiaNZoC,0.669,134.995,0.0367,0.0178,0.306,2.0,208640.0,4.0,-4.233,0.828,1,0.674,0.0,spotify:track:7Hjo4RsAL8Vj9ksiiaNZoC,Third Generation
8174,bang x2,first sensibility,2vA2FR5cHQ0Y5xVL3BYEBc,0.51,91.951,0.153,0.00677,0.363,9.0,206838.0,4.0,-1.211,0.926,0,0.544,0.0,spotify:track:2vA2FR5cHQ0Y5xVL3BYEBc,Third Generation
8175,s.n.s,first sensibility,22AaTxEdELKG520kMdDONo,0.632,173.837,0.298,0.126,0.281,11.0,209241.0,4.0,-1.52,0.86,0,0.609,0.0,spotify:track:22AaTxEdELKG520kMdDONo,Third Generation
8176,body & soul,first sensibility,4QJa9lNhcHwmZXotyESgUO,0.566,122.051,0.0298,0.295,0.335,9.0,227605.0,4.0,-4.033,0.791,1,0.652,3.6e-05,spotify:track:4QJa9lNhcHwmZXotyESgUO,Third Generation
8177,save me,first sensibility,4FlvKOgSpsWu2oISayNgEp,0.497,155.94,0.0996,0.0691,0.196,11.0,219089.0,4.0,-4.033,0.858,0,0.565,0.0,spotify:track:4FlvKOgSpsWu2oISayNgEp,Third Generation
8178,b.a.b.y,first sensibility,04qiMVpEnuMf9fHPJnB0ih,0.331,133.928,0.0885,0.0152,0.664,0.0,217130.0,4.0,-2.731,0.942,1,0.546,0.0,spotify:track:04qiMVpEnuMf9fHPJnB0ih,Third Generation
8179,with you,first sensibility,5fzTRive0sCtDES8CUkBuZ,0.439,79.949,0.0307,0.531,0.109,1.0,247615.0,4.0,-5.767,0.655,1,0.569,0.0,spotify:track:5fzTRive0sCtDES8CUkBuZ,Third Generation
8180,new world,best.absolute.perfect (type-a),5K2mls1va6UXyREdME0TSN,0.371,105.841,0.0397,0.259,0.129,5.0,66934.0,4.0,-5.878,0.719,0,0.543,1.44e-05,spotify:track:5K2mls1va6UXyREdME0TSN,Third Generation
8181,kingdom,best.absolute.perfect (type-a),6XXlYlh7fuSMPuwQtvLoMo,0.675,99.999,0.0542,0.149,0.0885,8.0,230916.0,4.0,-2.417,0.936,1,0.576,0.0,spotify:track:6XXlYlh7fuSMPuwQtvLoMo,Third Generation
8182,back in time,best.absolute.perfect (type-a),5YmbfR3I0sHyhKMVYnfXMg,0.873,99.979,0.128,0.0362,0.0726,11.0,256567.0,4.0,-3.002,0.916,0,0.699,0.0,spotify:track:5YmbfR3I0sHyhKMVYnfXMg,Third Generation
8183,crash,best.absolute.perfect (type-a),5fBEPjkRKGnl9GRaQTOQyC,0.909,128.98,0.0517,0.0724,0.0982,11.0,173772.0,4.0,-2.858,0.945,0,0.707,0.0,spotify:track:5fBEPjkRKGnl9GRaQTOQyC,Third Generation
8184,stay with me,b.a.p concert special solo 'the recollection',3wW3PmoFu8oLt5JV1hCSbN,0.485,97.092,0.0303,0.783,0.433,11.0,200587.0,4.0,-6.507,0.605,1,0.662,0.0,spotify:track:3wW3PmoFu8oLt5JV1hCSbN,Third Generation
8185,annoying,b.a.p concert special solo 'the recollection',4SV0eAkhfAphPsYvA3ta76,0.612,127.983,0.0341,0.0909,0.0648,0.0,203266.0,4.0,-3.711,0.759,1,0.667,0.0,spotify:track:4SV0eAkhfAphPsYvA3ta76,Third Generation
8186,howler,b.a.p concert special solo 'the recollection',4Rhz1WOrixvxDmOEp49vaM,0.483,106.001,0.178,0.147,0.074,2.0,215381.0,4.0,-2.98,0.949,1,0.752,0.0,spotify:track:4Rhz1WOrixvxDmOEp49vaM,Third Generation
8187,farewell…,b.a.p concert special solo 'the recollection',2vpWKOdfiMRN88SsGLiSgo,0.24,130.174,0.0378,0.841,0.627,4.0,202765.0,4.0,-8.584,0.314,1,0.393,0.0,spotify:track:2vpWKOdfiMRN88SsGLiSgo,Third Generation
8188,moondance,hands up,73JoFrt8ysdertkz0kcw89,0.38,159.821,0.285,0.0821,0.311,0.0,211063.0,4.0,-5.081,0.681,0,0.654,0.0,spotify:track:73JoFrt8ysdertkz0kcw89,Third Generation
8189,hands up,ego,4uGQs26aK53bPuPXZGJKwZ,0.236,101.064,0.0337,0.0326,0.409,7.0,212612.0,4.0,-2.739,0.86,0,0.603,0.0,spotify:track:4uGQs26aK53bPuPXZGJKwZ,Third Generation
8190,moondance,ego,2Ur4T9kRm2YMEMu2q8RBDe,0.493,160.072,0.118,0.0938,0.177,0.0,211063.0,4.0,-4.915,0.704,0,0.664,0.0,spotify:track:2Ur4T9kRm2YMEMu2q8RBDe,Third Generation
8191,think hole,ego,7HQg4Okykjff0kSBgYoCMH,0.489,107.977,0.0535,0.142,0.0893,1.0,203384.0,4.0,-5.261,0.735,0,0.569,1.52e-06,spotify:track:7HQg4Okykjff0kSBgYoCMH,Third Generation
8192,honeymoon,honeymoon,4NQGV8Q5pvAvAmdSINJg5i,0.382,116.963,0.0639,0.387,0.152,0.0,204262.0,4.0,-4.593,0.789,1,0.647,0.0,spotify:track:4NQGV8Q5pvAvAmdSINJg5i,Third Generation
8193,all the way up,honeymoon,2JaPbQ6gUku5iIhZcGulNh,0.639,110.005,0.0712,0.196,0.219,0.0,206769.0,4.0,-5.2,0.792,0,0.666,0.0,spotify:track:2JaPbQ6gUku5iIhZcGulNh,Third Generation
8194,honeymoon,blue,18yMTj71QJwQkybGfhYcaY,0.47,116.968,0.0556,0.416,0.119,9.0,204262.0,4.0,-4.066,0.818,0,0.653,0.0,spotify:track:18yMTj71QJwQkybGfhYcaY,Third Generation
8195,all the way up,blue,5otkI4kNRcBJsKpIM8HXBW,0.56,110.012,0.0593,0.319,0.2,0.0,206769.0,4.0,-5.05,0.79,0,0.687,0.0,spotify:track:5otkI4kNRcBJsKpIM8HXBW,Third Generation
8196,rewind,blue,66H0zvHp0GjIKc7ovggHGW,0.667,111.945,0.0625,0.214,0.247,11.0,211159.0,4.0,-5.84,0.627,0,0.657,0.0,spotify:track:66H0zvHp0GjIKc7ovggHGW,Third Generation
8197,shadow (feat. zelo) (album ver.),dae hyun x jong up project album [party baby],4oVaUGClPyEqZFz3Td97X9,0.646,121.95,0.0661,0.26,0.09,4.0,201631.0,4.0,-4.654,0.731,0,0.718,0.0,spotify:track:4oVaUGClPyEqZFz3Td97X9,Third Generation
8198,try my luck,dae hyun x jong up project album [party baby],6ok5EIw554egOTJGJ3vlhJ,0.35,108.066,0.0403,0.0243,0.0689,9.0,234116.0,4.0,-4.097,0.763,0,0.67,0.0,spotify:track:6ok5EIw554egOTJGJ3vlhJ,Third Generation
8199,wake me up,wake me up,4Sh4swBts5H39h3BvrgEmh,0.366,103.123,0.0819,0.0355,0.158,0.0,211653.0,4.0,-3.968,0.841,1,0.54,0.0,spotify:track:4Sh4swBts5H39h3BvrgEmh,Third Generation
8200,i guess i need you,wake me up,3uFEXK9e5TvsuKXJ9jlnzL,0.73,130.004,0.0442,0.0582,0.0774,5.0,205053.0,4.0,-3.589,0.8,0,0.663,0.0,spotify:track:3uFEXK9e5TvsuKXJ9jlnzL,Third Generation
8201,i guess i need you,wake me up (type-b),7DV9eS0LVFavSO7tzZQ78D,0.73,130.004,0.0442,0.0582,0.0774,5.0,205053.0,4.0,-3.589,0.8,0,0.663,0.0,spotify:track:7DV9eS0LVFavSO7tzZQ78D,Third Generation
8202,be happy,wake me up (type-a),4IxLU9Iek8WsITURDLDDCz,0.873,120.014,0.0849,0.224,0.373,7.0,215867.0,4.0,-4.725,0.919,0,0.798,0.0,spotify:track:4IxLU9Iek8WsITURDLDDCz,Third Generation
8203,dystopia,rose,4uGS7ctMg3b09dtWs1UqW4,0.381,133.176,0.261,0.00387,0.266,7.0,218112.0,5.0,-2.768,0.944,1,0.338,0.0,spotify:track:4uGS7ctMg3b09dtWs1UqW4,Third Generation
8204,wake me up,rose,1agpMPBRODrd7rWWOAhK45,0.344,102.919,0.0679,0.0275,0.153,4.0,209659.0,4.0,-2.94,0.852,0,0.558,0.0,spotify:track:1agpMPBRODrd7rWWOAhK45,Third Generation
8205,diamond 4 ya,rose,65iMnVr62FoRp98nb1CUDv,0.65,107.022,0.147,0.0307,0.118,11.0,210412.0,4.0,-4.885,0.838,1,0.718,0.0,spotify:track:65iMnVr62FoRp98nb1CUDv,Third Generation
8206,fire flame,fly high (type-b),0HN2SsFCNtAjMfpbsZUEOO,0.596,105.035,0.0242,0.0968,0.142,1.0,265934.0,4.0,-4.605,0.707,0,0.676,0.000468,spotify:track:0HN2SsFCNtAjMfpbsZUEOO,Third Generation
8207,fly high,fly high (type-a),0dayqxcCTAZakwB4SwjQrE,0.55,127.941,0.065,0.044,0.0917,9.0,203726.0,4.0,-3.335,0.961,0,0.515,0.0,spotify:track:0dayqxcCTAZakwB4SwjQrE,Third Generation
8208,with you,fly high (type-a),7wPqeEwYTrQ1HFOKJ9mmms,0.426,79.967,0.0302,0.548,0.102,1.0,247583.0,4.0,-5.457,0.666,1,0.615,0.0,spotify:track:7wPqeEwYTrQ1HFOKJ9mmms,Third Generation
8209,do what i feel,put’em up,6yhQN7qmpgz7bnW9qV5pGU,0.607,128.024,0.113,0.0659,0.509,9.0,234672.0,4.0,-3.396,0.96,0,0.53,0.0,spotify:track:6yhQN7qmpgz7bnW9qV5pGU,Third Generation
8210,that’s my jam,put’em up,3Vdq22Mn63SS85pKhGLEUp,0.798,127.998,0.186,0.0821,0.344,10.0,195985.0,4.0,-3.301,0.935,0,0.721,0.0,spotify:track:3Vdq22Mn63SS85pKhGLEUp,Third Generation
8211,what more can i say,put’em up,0dCXtJEKUDLr4QLDmSPcui,0.346,120.059,0.0311,0.603,0.107,10.0,232112.0,4.0,-4.926,0.672,1,0.694,0.0,spotify:track:0dCXtJEKUDLr4QLDmSPcui,Third Generation
8212,feel so good,feel so good (type-b),6isiePLabARtg2fUVok4i7,0.653,110.003,0.0651,0.0746,0.158,3.0,197960.0,4.0,-2.468,0.814,0,0.778,0.0,spotify:track:6isiePLabARtg2fUVok4i7,Third Generation
8213,freaky sound,feel so good (type-b),7aysSsnx9nwUTGP83d0cT3,0.745,123.0,0.0899,0.0232,0.0704,0.0,212333.0,4.0,-4.989,0.856,0,0.799,0.0,spotify:track:7aysSsnx9nwUTGP83d0cT3,Third Generation
8214,good time,feel so good (type-b),5MLaS6kCekOMPYX4R37jvE,0.762,99.998,0.0441,0.0723,0.0814,0.0,209680.0,4.0,-4.844,0.739,1,0.739,0.0,spotify:track:5MLaS6kCekOMPYX4R37jvE,Third Generation
8215,today,carnival,1hPdmgnkjJl6SZ1wCcX10F,0.42,148.953,0.0972,0.0996,0.292,1.0,84703.0,4.0,-3.011,0.933,1,0.363,0.0,spotify:track:1hPdmgnkjJl6SZ1wCcX10F,Third Generation
8216,feel so good,carnival,27GSSHVsa1yOfdKe9Mw3gE,0.671,110.022,0.0656,0.0393,0.0828,3.0,196612.0,4.0,-2.028,0.846,0,0.811,0.0,spotify:track:27GSSHVsa1yOfdKe9Mw3gE,Third Generation
8217,go,carnival,1MJFzWOs9DnBmHlOyICWfi,0.682,121.978,0.0394,0.183,0.0756,7.0,211501.0,4.0,-2.152,0.875,0,0.724,0.0,spotify:track:1MJFzWOs9DnBmHlOyICWfi,Third Generation
8218,albatross,carnival,01KxuiPVwTQBe0Lbv8Q6Ym,0.845,171.765,0.113,0.0715,0.0928,1.0,195645.0,4.0,-1.801,0.94,1,0.467,0.0,spotify:track:01KxuiPVwTQBe0Lbv8Q6Ym,Third Generation
8219,my girl,carnival,15LpTJyy9HyuNuTHzh8qcI,0.467,119.972,0.0303,0.149,0.205,4.0,208654.0,4.0,-1.685,0.801,1,0.704,0.0,spotify:track:15LpTJyy9HyuNuTHzh8qcI,Third Generation
8220,take you there,matrix,2dVunExhgNsfqTwB0K4oL0,0.765,115.008,0.088,0.375,0.346,11.0,206498.0,4.0,-6.531,0.818,0,0.786,0.0,spotify:track:2dVunExhgNsfqTwB0K4oL0,Third Generation
8221,monologue,matrix,3pfZfWhZFkFO1P1j6NfxkH,0.283,82.457,0.215,0.127,0.0799,6.0,90488.0,4.0,-6.183,0.862,0,0.439,0.000224,spotify:track:3pfZfWhZFkFO1P1j6NfxkH,Third Generation
8222,"young, wild & free",matrix,4PZVJmxvTsvpPMs8AuwVCJ,0.642,165.157,0.234,0.0549,0.0906,11.0,189440.0,4.0,-4.328,0.922,1,0.483,0.0,spotify:track:4PZVJmxvTsvpPMs8AuwVCJ,Third Generation
8223,be happy,matrix,6dX4gyIpqJIdVzwZuVLHgx,0.833,120.012,0.0842,0.221,0.347,7.0,215850.0,4.0,-4.952,0.905,0,0.813,0.0,spotify:track:6dX4gyIpqJIdVzwZuVLHgx,Third Generation
8224,blind,matrix,0FiaLWTxDwXx5qn3o0gSk9,0.474,154.018,0.186,0.27,0.241,11.0,238420.0,4.0,-4.724,0.936,0,0.575,0.0,spotify:track:0FiaLWTxDwXx5qn3o0gSk9,Third Generation
8225,excuse me,excuse me (type-b),0Weztxlxh2yGUkHcqDj1ro,0.801,89.988,0.201,0.252,0.391,4.0,217573.0,4.0,-2.6,0.958,0,0.649,0.0,spotify:track:0Weztxlxh2yGUkHcqDj1ro,Third Generation
8226,coffee shop,excuse me (type-b),0kLqVP3BAWZuHMlgDlqar9,0.62,170.027,0.209,0.53,0.096,4.0,220027.0,4.0,-5.898,0.834,1,0.526,0.00013,spotify:track:0kLqVP3BAWZuHMlgDlqar9,Third Generation
8227,excuse me - original rap version,excuse me (type-b),6VpEA2DI03Wuo6ICrZjbnc,0.802,89.991,0.198,0.319,0.397,4.0,217587.0,4.0,-2.744,0.963,0,0.653,0.0,spotify:track:6VpEA2DI03Wuo6ICrZjbnc,Third Generation
8228,where are you?,where are you?,1ou870CNDF4ZsWxkZAjy2r,0.717,107.035,0.0373,0.546,0.14,11.0,196049.0,4.0,-6.767,0.634,1,0.716,3.35e-06,spotify:track:1ou870CNDF4ZsWxkZAjy2r,Third Generation
8229,just for today,where are you?,7eXIFgTDbu4UTWC8G8KqzG,0.653,81.988,0.0467,0.657,0.107,7.0,220839.0,4.0,-8.876,0.424,1,0.697,1.15e-06,spotify:track:7eXIFgTDbu4UTWC8G8KqzG,Third Generation
8230,hurricane,no mercy (type-b),2udOW1HHYSRvnpkaROmxCh,0.581,127.972,0.18,0.000745,0.237,4.0,214947.0,4.0,-5.028,0.885,0,0.769,1.16e-05,spotify:track:2udOW1HHYSRvnpkaROmxCh,Third Generation
8231,no mercy - original rap version,no mercy (type-b),2FPg9mYNkA5xCBdOqPGXZW,0.539,85.988,0.189,0.0253,0.18,11.0,215347.0,4.0,-4.551,0.896,0,0.673,0.0,spotify:track:2FPg9mYNkA5xCBdOqPGXZW,Third Generation
8232,no mercy,no mercy (type b),1uTlwP5Fxtg5lJY87Rat9R,0.54,172.016,0.303,0.0188,0.22,11.0,215333.0,4.0,-4.822,0.881,0,0.586,0.0,spotify:track:1uTlwP5Fxtg5lJY87Rat9R,Third Generation
8233,dancing in the rain,no mercy (type b),1Gm4BfUUz6OvU0nlPI8FHs,0.878,127.895,0.0372,0.0654,0.082,0.0,229107.0,4.0,-4.108,0.798,1,0.735,0.0,spotify:track:1Gm4BfUUz6OvU0nlPI8FHs,Third Generation
8234,no mercy - rap version,no mercy (type b),5JXOYLD9uLCykEAbXR5qHG,0.491,172.007,0.304,0.0256,0.25,11.0,213347.0,4.0,-4.558,0.897,0,0.578,0.0,spotify:track:5JXOYLD9uLCykEAbXR5qHG,Third Generation
8235,don't be like this,one shot,3cPlsKkloFjd8DyAxhlADQ,0.937,124.994,0.0881,0.0465,0.157,5.0,205947.0,4.0,-1.974,0.955,0,0.73,0.0,spotify:track:3cPlsKkloFjd8DyAxhlADQ,Third Generation
8236,one shot - rap version,one shot,6x1iHg7vWVFcjur5pLEmmw,0.346,94.925,0.129,0.0208,0.0556,2.0,237933.0,4.0,-3.467,0.924,0,0.466,0.00312,spotify:track:6x1iHg7vWVFcjur5pLEmmw,Third Generation
8237,hajima -ハジマ-,one shot (type-b),2JpCY5QZgPBYbsrbqTwsJX,0.938,125.002,0.0869,0.0474,0.257,5.0,205933.0,4.0,-1.994,0.956,0,0.729,0.0,spotify:track:2JpCY5QZgPBYbsrbqTwsJX,Third Generation
8238,one shot - original rap version,one shot (type-b),2aR9GdWKSFNJgYmYOCEb65,0.419,94.976,0.11,0.0207,0.391,2.0,235960.0,4.0,-3.441,0.921,0,0.583,0.00178,spotify:track:2aR9GdWKSFNJgYmYOCEb65,Third Generation
8239,warrior - original rap version,warrior (type-b),5Ha28AwwqAczUz4RkoXDHx,0.262,105.24,0.136,0.0286,0.114,1.0,244253.0,4.0,-0.94,0.956,0,0.684,0.0,spotify:track:5Ha28AwwqAczUz4RkoXDHx,Third Generation
8240,whut's poppin',badman,7pEZg4q9nQOtokbMaeFDNH,0.535,163.877,0.115,0.0158,0.204,7.0,110590.0,4.0,-2.867,0.869,0,0.462,0.0,spotify:track:7pEZg4q9nQOtokbMaeFDNH,Third Generation
8241,badman,badman,2gbdTzCQRq4gE9GV3xUg5D,0.548,86.118,0.208,0.0756,0.119,0.0,227567.0,4.0,-1.653,0.925,1,0.34,0.0,spotify:track:2gbdTzCQRq4gE9GV3xUg5D,Third Generation
8242,excuse me,badman,4CebUC8SsoPLHzMCRc0ErU,0.463,90.021,0.184,0.238,0.38,4.0,215550.0,4.0,-1.957,0.995,0,0.61,0.0,spotify:track:4CebUC8SsoPLHzMCRc0ErU,Third Generation
8243,bow wow,badman,2tA0OmlVjfwPci01RAxU3C,0.841,88.981,0.0478,0.451,0.0544,8.0,217496.0,4.0,-3.026,0.724,1,0.813,0.0,spotify:track:2tA0OmlVjfwPci01RAxU3C,Third Generation
8244,warrior,warrior (type b),10mUseR8nhYQuEvdOPZGpM,0.254,105.156,0.165,0.0245,0.0803,9.0,246227.0,4.0,-0.893,0.961,1,0.674,0.0,spotify:track:10mUseR8nhYQuEvdOPZGpM,Third Generation
8245,power,warrior (type b),5kukKyFa67CgBYrRYD6N4h,0.296,94.027,0.0918,0.0255,0.0583,6.0,231107.0,4.0,-2.285,0.96,1,0.575,0.0,spotify:track:5kukKyFa67CgBYrRYD6N4h,Third Generation
8246,punch,warrior (type b),4zZR9jQayZ2gBSIm4C1QFW,0.602,99.021,0.0771,0.0988,0.124,9.0,210133.0,4.0,-0.48,0.98,1,0.633,0.0,spotify:track:4zZR9jQayZ2gBSIm4C1QFW,Third Generation
8247,warrior - rap version,warrior (type b),2w9UPEm7rn58qPZ4wkIDnB,0.262,105.24,0.136,0.0286,0.114,1.0,244253.0,4.0,-0.94,0.956,0,0.684,0.0,spotify:track:2w9UPEm7rn58qPZ4wkIDnB,Third Generation
8248,hurricane,hurricane,6B2fBMm3NnHE2xKgJQajnu,0.555,127.963,0.204,0.00189,0.232,4.0,212663.0,4.0,-2.732,0.923,0,0.781,0.000303,spotify:track:6B2fBMm3NnHE2xKgJQajnu,Third Generation
8249,coffee shop,coffee shop,1UcGcju27zWI4JeGsFPvoO,0.565,170.119,0.182,0.565,0.119,4.0,219507.0,4.0,-6.556,0.825,1,0.527,0.00211,spotify:track:1UcGcju27zWI4JeGsFPvoO,Third Generation
8250,punch,one shot,6mDD4Kzk4Bd6Z6aAXDk6pp,0.531,99.045,0.0686,0.0596,0.15,9.0,211226.0,4.0,-0.57,0.979,1,0.639,0.0,spotify:track:6mDD4Kzk4Bd6Z6aAXDk6pp,Third Generation
8251,one shot,one shot,3ECzwLt2OYNXjLMeTnYzp2,0.452,95.09,0.0905,0.0219,0.0667,2.0,237923.0,4.0,-2.841,0.937,0,0.58,0.0136,spotify:track:3ECzwLt2OYNXjLMeTnYzp2,Third Generation
8252,rain sound,one shot,7GsyzVoLxmQb0ODg3hlj1c,0.84,98.006,0.0413,0.0998,0.312,9.0,206472.0,4.0,-3.893,0.793,0,0.729,0.0,spotify:track:7GsyzVoLxmQb0ODg3hlj1c,Third Generation
8253,coma,one shot,4tfdtoS3gss2iXeOKVi3WV,0.493,95.013,0.0384,0.0795,0.173,9.0,210312.0,4.0,-2.725,0.854,0,0.681,0.0,spotify:track:4tfdtoS3gss2iXeOKVi3WV,Third Generation
